Year,Rank,Release Group, Worldwide , Domestic ,Domestic %, Foreign ,Foreign %, Origin , Worldwide Adjusted , Domestic Adjusted , Foreign Adjusted 
2005,55,Jarhead," $97,076,152 "," $62,658,220 ",64.50%," $34,417,932 ",35.50%,USA," $151,924,178 "," $98,060,114 "," $53,864,064 "
2005,56,Red Eye," $96,258,201 "," $57,891,803 ",60.10%," $38,366,398 ",39.90%,USA," $150,644,085 "," $90,600,672 "," $60,043,413 "
2005,57,Be Cool," $95,763,716 "," $56,046,979 ",58.50%," $39,716,737 ",41.50%,USA," $149,870,216 "," $87,713,522 "," $62,156,693 "
2005,58,The Skeleton Key," $93,983,911 "," $47,907,715 ",51%," $46,076,196 ",49%,USA," $147,084,821 "," $74,975,574 "," $72,109,247 "
2005,59,Syriana," $93,974,620 "," $50,824,620 ",54.10%," $43,150,000 ",45.90%,USA," $147,070,280 "," $79,540,530 "," $67,529,750 "
2005,60,The Family Stone," $92,884,429 "," $60,062,868 ",64.70%," $32,821,561 ",35.30%,USA," $145,364,131 "," $93,998,388 "," $51,365,743 "
2005,61,Four Brothers," $92,374,674 "," $74,494,381 ",80.60%," $17,880,293 ",19.40%,USA," $144,566,365 "," $116,583,706 "," $27,982,659 "
2005,62,White Noise," $91,196,419 "," $56,386,759 ",61.80%," $34,809,660 ",38.20%,USA," $142,722,396 "," $88,245,278 "," $54,477,118 "
2005,63,Racing Stripes," $90,754,475 "," $49,772,522 ",54.80%," $40,981,953 ",45.20%,USA," $142,030,753 "," $77,893,997 "," $64,136,756 "
2005,64,Transporter 2," $89,083,229 "," $43,095,856 ",48.40%," $45,987,373 ",51.60%,USA," $139,415,253 "," $67,445,015 "," $71,970,239 "
2005,65,Rumor Has It...," $88,933,562 "," $43,000,262 ",48.40%," $45,933,300 ",51.60%,USA," $139,181,025 "," $67,295,410 "," $71,885,615 "
2005,66,Sky High," $86,369,815 "," $63,946,815 ",74%," $22,423,000 ",26%,USA," $135,168,760 "," $100,076,765 "," $35,091,995 "
2005,67,Match Point," $85,638,656 "," $23,151,529 ",27%," $62,487,127 ",73%,USA," $134,024,497 "," $36,232,143 "," $97,792,354 "
2005,68,In Her Shoes," $83,697,473 "," $32,880,591 ",39.30%," $50,816,882 ",60.70%,USA," $130,986,545 "," $51,458,125 "," $79,528,420 "
2005,69,The Constant Gardener," $82,466,670 "," $33,579,797 ",40.70%," $48,886,873 ",59.30%,USA," $129,060,339 "," $52,552,382 "," $76,507,956 "
2005,70,Stealth," $79,268,322 "," $32,116,746 ",40.50%," $47,151,576 ",59.50%,USA," $124,054,924 "," $50,262,707 "," $73,792,216 "
2005,71,Hostage," $77,608,617 "," $34,639,939 ",44.60%," $42,968,678 ",55.40%,USA," $121,457,486 "," $54,211,505 "," $67,245,981 "
2005,72,Coach Carter," $76,669,554 "," $67,264,877 ",87.70%," $9,404,677 ",12.30%,USA," $119,987,852 "," $105,269,533 "," $14,718,320 "
2005,73,The King and the Clown," $74,466,867 ",,," $74,466,867 ",100%,International," $116,540,647 ", $-   ," $116,540,647 "
2005,74,"Yours, Mine & Ours"," $72,662,923 "," $53,412,862 ",73.50%," $19,250,061 ",26.50%,USA," $113,717,474 "," $83,591,129 "," $30,126,345 "
2005,75,Lord of War," $72,617,068 "," $24,149,632 ",33.30%," $48,467,436 ",66.70%,USA," $113,645,711 "," $37,794,174 "," $75,851,537 "
2005,76,The Adventures of Sharkboy and Lavagirl 3-D," $71,992,655 "," $39,177,684 ",54.40%," $32,814,971 ",45.60%,USA," $112,668,505 "," $61,313,075 "," $51,355,430 "
2005,77,xXx: State of the Union," $71,410,636 "," $26,873,932 ",37.60%," $44,536,704 ",62.40%,USA," $111,757,645 "," $42,057,704 "," $69,699,942 "
2005,78,House of Wax," $68,766,121 "," $32,064,800 ",46.60%," $36,701,321 ",53.40%,USA," $107,618,979 "," $50,181,412 "," $57,437,567 "
2005,79,Prime," $67,937,494 "," $22,827,153 ",33.60%," $45,110,341 ",66.40%,USA," $106,322,178 "," $35,724,494 "," $70,597,684 "
2005,80,Boogeyman," $67,192,859 "," $46,752,382 ",69.60%," $20,440,477 ",30.40%,USA," $105,156,824 "," $73,167,478 "," $31,989,347 "
2005,81,Zathura: A Space Adventure," $65,079,104 "," $29,258,869 ",45%," $35,820,235 ",55%,USA," $101,848,798 "," $45,790,130 "," $56,058,668 "
2005,82,Valiant," $61,746,888 "," $19,478,106 ",31.50%," $42,268,782 ",68.50%,USA," $96,633,880 "," $30,483,236 "," $66,150,644 "
2005,83,A History of Violence," $61,385,065 "," $31,504,633 ",51.30%," $29,880,432 ",48.70%,USA," $96,067,627 "," $49,304,751 "," $46,762,876 "
2005,84,Son of the Mask," $59,981,548 "," $17,018,422 ",28.40%," $42,963,126 ",71.60%,USA," $93,871,123 "," $26,633,830 "," $67,237,292 "
2005,85,Must Love Dogs," $58,231,520 "," $43,894,863 ",75.40%," $14,336,657 ",24.60%,USA," $91,132,329 "," $68,695,461 "," $22,436,868 "
2005,86,Doom," $58,072,119 "," $28,212,337 ",48.60%," $29,859,782 ",51.40%,USA," $90,882,866 "," $44,152,307 "," $46,730,559 "
2005,87,Derailed," $57,479,076 "," $36,024,076 ",62.70%," $21,455,000 ",37.30%,USA," $89,954,754 "," $56,377,679 "," $33,577,075 "
2005,88,The Descent," $57,051,053 "," $26,024,456 ",45.60%," $31,026,597 ",54.40%,USA," $89,284,898 "," $40,728,274 "," $48,556,624 "
2005,89,Elektra," $56,995,646 "," $24,409,722 ",42.80%," $32,585,924 ",57.20%,USA," $89,198,186 "," $38,201,215 "," $50,996,971 "
2005,90,Kicking & Screaming," $56,070,433 "," $52,842,724 ",94.20%," $3,227,709 ",5.80%,USA," $87,750,228 "," $82,698,863 "," $5,051,365 "
2005,91,"Good Night, and Good Luck."," $54,641,191 "," $31,558,003 ",57.80%," $23,083,188 ",42.20%,USA," $85,513,464 "," $49,388,275 "," $36,125,189 "
2005,92,Æon Flux," $53,321,673 "," $25,874,337 ",48.50%," $27,447,336 ",51.50%,USA," $83,448,418 "," $40,493,337 "," $42,955,081 "
2005,93,Pooh's Heffalump Movie," $52,858,433 "," $18,098,433 ",34.20%," $34,760,000 ",65.80%,USA," $82,723,448 "," $28,324,048 "," $54,399,400 "
2005,94,Elizabethtown," $52,164,016 "," $26,850,426 ",51.50%," $25,313,590 ",48.50%,USA," $81,636,685 "," $42,020,917 "," $39,615,768 "
2005,95,Just Friends," $50,912,434 "," $32,619,671 ",64.10%," $18,292,763 ",35.90%,USA," $79,677,959 "," $51,049,785 "," $28,628,174 "
2005,96,Unleashed," $50,871,113 "," $24,537,621 ",48.20%," $26,333,492 ",51.80%,USA," $79,613,292 "," $38,401,377 "," $41,211,915 "
2005,97,Diary of a Mad Black Woman," $50,652,203 "," $50,633,099 ",100%," $19,104 ",0.10%,USA," $79,270,698 "," $79,240,800 "," $29,898 "
2005,98,Fever Pitch," $50,605,163 "," $42,071,069 ",83.10%," $8,534,094 ",16.90%,USA," $79,197,080 "," $65,841,223 "," $13,355,857 "
2005,99,Capote," $49,327,405 "," $28,750,530 ",58.30%," $20,576,875 ",41.70%,USA," $77,197,389 "," $44,994,579 "," $32,202,809 "
2005,100,Broken Flowers," $47,329,961 "," $13,744,960 ",29%," $33,585,001 ",71%,USA," $74,071,389 "," $21,510,862 "," $52,560,527 "
2005,101,The Wedding Date," $47,096,206 "," $31,726,995 ",67.40%," $15,369,211 ",32.60%,USA," $73,705,562 "," $49,652,747 "," $24,052,815 "
2005,102,Land of the Dead," $47,074,133 "," $20,700,082 ",44%," $26,374,051 ",56%,USA," $73,671,018 "," $32,395,628 "," $41,275,390 "
2005,103,Get Rich or Die Tryin'," $46,563,961 "," $30,985,352 ",66.50%," $15,578,609 ",33.50%,USA," $72,872,599 "," $48,492,076 "," $24,380,523 "
2005,104,The Fog," $46,201,432 "," $29,550,869 ",64%," $16,650,563 ",36%,USA," $72,305,241 "," $46,247,110 "," $26,058,131 "
2005,105,Into the Blue," $46,117,696 "," $18,801,234 ",40.80%," $27,316,462 ",59.20%,USA," $72,174,194 "," $29,423,931 "," $42,750,263 "
2005,106,Deuce Bigalow: European Gigolo," $45,109,561 "," $22,400,154 ",49.70%," $22,709,407 ",50.30%,USA," $70,596,463 "," $35,056,241 "," $35,540,222 "
2005,107,Dark Water 2005 Re-release," $44,347,079 "," $25,473,352 ",57.40%," $18,873,727 ",42.60%,USA," $69,403,179 "," $39,865,796 "," $29,537,383 "
2005,108,A Lot Like Love," $42,886,719 "," $21,845,719 ",50.90%," $21,041,000 ",49.10%,USA," $67,117,715 "," $34,188,550 "," $32,929,165 "
2005,109,Oliver Twist," $42,580,321 "," $2,080,321 ",4.90%," $40,500,000 ",95.10%,International," $66,638,202 "," $3,255,702 "," $63,382,500 "
2005,110,The Sisterhood of the Traveling Pants," $42,013,878 "," $39,053,061 ",93%," $2,960,817 ",7%,USA," $65,751,719 "," $61,118,040 "," $4,633,679 "
2005,111,Serenity," $40,445,129 "," $25,514,517 ",63.10%," $14,930,612 ",36.90%,USA," $63,296,627 "," $39,930,219 "," $23,366,408 "
2005,112,The Ringer," $40,442,443 "," $35,428,675 ",87.60%," $5,013,768 ",12.40%,USA," $63,292,423 "," $55,445,876 "," $7,846,547 "
2005,113,Magnificent Desolation: Walking on the Moon," $40,339,402 "," $34,137,524 ",84.60%," $6,201,878 ",15.40%,USA," $63,131,164 "," $53,425,225 "," $9,705,939 "
2005,114,Otoko-tachi no Yamato," $39,287,114 ",,," $39,287,114 ",100%,International," $61,484,333 ", $-   ," $61,484,333 "
2005,115,Dreamer," $38,741,732 "," $32,751,093 ",84.50%," $5,990,639 ",15.50%,USA," $60,630,811 "," $51,255,461 "," $9,375,350 "
2005,116,Always: Sunset on Third Street," $38,573,583 ",,," $38,573,583 ",100%,International," $60,367,657 ", $-   ," $60,367,657 "
2005,117,The Producers," $38,075,318 "," $19,398,532 ",50.90%," $18,676,786 ",49.10%,USA," $59,587,873 "," $30,358,703 "," $29,229,170 "
2005,118,Casanova," $37,691,644 "," $11,304,403 ",30%," $26,387,241 ",70%,USA," $58,987,423 "," $17,691,391 "," $41,296,032 "
2005,119,Beauty Shop," $37,245,453 "," $36,351,350 ",97.60%," $894,103 ",2.40%,USA," $58,289,134 "," $56,889,863 "," $1,399,271 "
2005,120,Pokémon: Lucario and the Mystery of Mew," $37,228,626 ",,," $37,228,626 ",100%,International," $58,262,800 ", $-   ," $58,262,800 "
2005,121,Negotiator: Mashita Masayoshi," $36,733,286 ",,," $36,733,286 ",100%,International," $57,487,593 ", $-   ," $57,487,593 "
2005,122,Assault on Precinct 13," $35,294,470 "," $20,040,895 ",56.80%," $15,253,575 ",43.20%,USA," $55,235,846 "," $31,364,001 "," $23,871,845 "
2005,123,Nana," $34,671,042 ",,," $34,671,042 ",100%,International," $54,260,181 ", $-   ," $54,260,181 "
2005,124,Wild Safari - A South African Adventure," $34,257,135 "," $16,621,530 ",48.50%," $17,635,605 ",51.50%,USA," $53,612,416 "," $26,012,694 "," $27,599,722 "
2005,125,Bad News Bears," $34,252,847 "," $32,868,349 ",96%," $1,384,498 ",4%,USA," $53,605,706 "," $51,438,966 "," $2,166,739 "
2005,126,Because of Winn-Dixie," $33,589,427 "," $32,647,042 ",97.20%," $942,385 ",2.80%,USA," $52,567,453 "," $51,092,621 "," $1,474,833 "
2005,127,The Cave," $33,296,457 "," $15,007,991 ",45.10%," $18,288,466 ",54.90%,USA," $52,108,955 "," $23,487,506 "," $28,621,449 "
2005,128,Marathon," $33,284,089 ",,," $33,284,089 ",100%,International," $52,089,599 ", $-   ," $52,089,599 "
2005,129,The Brice Man," $33,026,616 ",,," $33,026,616 ",100%,International," $51,686,654 ", $-   ," $51,686,654 "
2005,130,Cry Wolf," $32,586,408 "," $10,047,674 ",30.80%," $22,538,734 ",69.20%,USA," $50,997,729 "," $15,724,610 "," $35,273,119 "
2005,131,The Suspect: Muroi Shinji," $32,104,229 ",,," $32,104,229 ",100%,International," $50,243,118 ", $-   ," $50,243,118 "
2005,132,Marrying the Mafia 2: Enemy-in-Law," $31,835,989 ",,," $31,835,989 ",100%,International," $49,823,323 ", $-   ," $49,823,323 "
2005,133,Welcome to Dongmakgol," $31,787,130 ",,," $31,787,130 ",100%,International," $49,746,858 ", $-   ," $49,746,858 "
2005,134,Rent," $31,670,620 "," $29,077,547 ",91.80%," $2,593,073 ",8.20%,USA," $49,564,520 "," $45,506,361 "," $4,058,159 "
2005,135,The New World 2005 Re-release," $31,510,855 "," $12,712,093 ",40.30%," $18,798,762 ",59.70%,USA," $49,314,488 "," $19,894,426 "," $29,420,063 "
2005,136,Train Man," $31,090,100 ",,," $31,090,100 ",100%,International," $48,656,007 ", $-   ," $48,656,007 "
2005,137,The Promise," $30,925,693 "," $669,625 ",2.20%," $30,256,068 ",97.80%,International," $48,398,710 "," $1,047,963 "," $47,350,746 "
2005,138,Wolf Creek," $30,762,648 "," $16,188,180 ",52.60%," $14,574,468 ",47.40%,USA," $48,143,544 "," $25,334,502 "," $22,809,042 "
2005,139,Two for the Money," $30,526,509 "," $22,991,379 ",75.30%," $7,535,130 ",24.70%,USA," $47,773,987 "," $35,981,508 "," $11,792,478 "
2005,140,Cursed," $29,621,722 "," $19,297,522 ",65.10%," $10,324,200 ",34.90%,USA," $46,357,995 "," $30,200,622 "," $16,157,373 "
2005,141,The Upside of Anger," $28,237,488 "," $18,761,993 ",66.40%," $9,475,495 ",33.60%,USA," $44,191,669 "," $29,362,519 "," $14,829,150 "
2005,142,Mrs. Henderson Presents," $27,876,417 "," $11,036,366 ",39.60%," $16,840,051 ",60.40%,USA," $43,626,593 "," $17,271,913 "," $26,354,680 "
2005,143,Ice Princess," $27,645,491 "," $24,402,491 ",88.30%," $3,243,000 ",11.70%,USA," $43,265,193 "," $38,189,898 "," $5,075,295 "
2005,144,Goal! The Dream Begins," $27,610,873 "," $4,283,255 ",15.50%," $23,327,618 ",84.50%,USA," $43,211,016 "," $6,703,294 "," $36,507,722 "
2005,145,The Protector," $27,165,581 "," $12,044,087 ",44.30%," $15,121,494 ",55.70%,USA," $42,514,134 "," $18,848,996 "," $23,665,138 "
2005,146,Doogal," $26,711,924 "," $7,438,000 ",27.80%," $19,273,924 ",72.20%,USA," $41,804,161 "," $11,640,470 "," $30,163,691 "
2005,147,Typhoon," $26,179,656 "," $139,059 ",0.50%," $26,040,597 ",99.50%,International," $40,971,162 "," $217,627 "," $40,753,534 "
2005,148,9th Company," $26,146,165 ",,," $26,146,165 ",100%,International," $40,918,748 ", $-   ," $40,918,748 "
2005,149,Natale a Miami," $25,643,184 ",,," $25,643,184 ",100%,International," $40,131,583 ", $-   ," $40,131,583 "
2005,150,The Tiger and the Snow," $25,460,023 "," $10,167 ",0.10%," $25,449,856 ",100%,International," $39,844,936 "," $15,911 "," $39,829,025 "
2005,151,North Country," $25,211,175 "," $18,337,722 ",72.70%," $6,873,453 ",27.30%,USA," $39,455,489 "," $28,698,535 "," $10,756,954 "
2005,152,April Snow," $24,873,159 ",,," $24,873,159 ",100%,International," $38,926,494 ", $-   ," $38,926,494 "
2005,153,I Love You in Every Language in the World," $23,941,317 ",,," $23,941,317 ",100%,International," $37,468,161 ", $-   ," $37,468,161 "
2005,154,Lady Vengeance," $23,834,149 "," $211,667 ",0.90%," $23,622,482 ",99.10%,International," $37,300,443 "," $331,259 "," $36,969,184 "
2005,155,Russian Dolls," $23,727,301 "," $326,095 ",1.40%," $23,401,206 ",98.60%,International," $37,133,226 "," $510,339 "," $36,622,887 "
2005,156,Hustle & Flow," $23,563,727 "," $22,202,809 ",94.20%," $1,360,918 ",5.80%,USA," $36,877,233 "," $34,747,396 "," $2,129,837 "
2005,157,Another Public Enemy," $23,248,003 ",,," $23,248,003 ",100%,International," $36,383,125 ", $-   ," $36,383,125 "
2005,158,Domino," $22,944,502 "," $10,169,202 ",44.30%," $12,775,300 ",55.70%,USA," $35,908,146 "," $15,914,801 "," $19,993,345 "
2005,159,The White Massai," $22,632,255 ",,," $22,632,255 ",100%,International," $35,419,479 ", $-   ," $35,419,479 "
2005,160,Manual of Love," $22,079,820 ",,," $22,079,820 ",100%,International," $34,554,918 ", $-   ," $34,554,918 "
2005,161,Torrente 3: El protector," $21,762,391 ",,," $21,762,391 ",100%,International," $34,058,142 ", $-   ," $34,058,142 "
2005,162,Man of the House," $21,577,624 "," $19,699,706 ",91.30%," $1,877,918 ",8.70%,USA," $33,768,982 "," $30,830,040 "," $2,938,942 "
2005,163,Year One in the North," $21,360,942 ",,," $21,360,942 ",100%,International," $33,429,874 ", $-   ," $33,429,874 "
2005,164,The Jacket," $21,126,225 "," $6,303,762 ",29.80%," $14,822,463 ",70.20%,USA," $33,062,542 "," $9,865,388 "," $23,197,155 "
2005,165,The Devil's Rejects," $20,901,859 "," $17,044,981 ",81.50%," $3,856,878 ",18.50%,USA," $32,711,409 "," $26,675,395 "," $6,036,014 "
2005,166,A Moment to Remember," $20,865,847 ",,," $20,865,847 ",100%,International," $32,655,051 ", $-   ," $32,655,051 "
2005,167,Lorelei," $19,806,585 ",,," $19,806,585 ",100%,International," $30,997,306 ", $-   ," $30,997,306 "
2005,168,The Perfect Man," $19,770,475 "," $16,535,005 ",83.60%," $3,235,470 ",16.40%,USA," $30,940,793 "," $25,877,283 "," $5,063,511 "
2005,169,Mapado," $19,286,223 ",,," $19,286,223 ",100%,International," $30,182,939 ", $-   ," $30,182,939 "
2005,170,The Weather Man," $19,126,398 "," $12,482,775 ",65.30%," $6,643,623 ",34.70%,USA," $29,932,813 "," $19,535,543 "," $10,397,270 "
2005,171,Iznogoud- Caliph Instead of the Caliph," $18,725,588 ",,," $18,725,588 ",100%,International," $29,305,545 ", $-   ," $29,305,545 "
2005,172,Detective Conan: Strategy Above the Depths," $18,723,952 ",,," $18,723,952 ",100%,International," $29,302,985 ", $-   ," $29,302,985 "
2005,173,Waiting...," $18,637,690 "," $16,124,543 ",86.50%," $2,513,147 ",13.50%,USA," $29,167,985 "," $25,234,910 "," $3,933,075 "
2005,174,An Unfinished Life," $18,618,284 "," $8,586,392 ",46.10%," $10,031,892 ",53.90%,USA," $29,137,614 "," $13,437,703 "," $15,699,911 "
2005,175,My Father and My Son," $18,612,999 ",,," $18,612,999 ",100%,International," $29,129,343 ", $-   ," $29,129,343 "
2005,176,Keeping Mum," $18,575,768 "," $1,619,466 ",8.70%," $16,956,302 ",91.30%,International," $29,071,077 "," $2,534,464 "," $26,536,613 "
2005,177,The Turkish Gambit," $18,520,000 ",,," $18,520,000 ",100%,International," $28,983,800 ", $-   ," $28,983,800 "
2005,178,As It Is in Heaven," $18,318,233 ",,," $18,318,233 ",100%,International," $28,668,035 ", $-   ," $28,668,035 "
2005,179,The World's Fastest Indian," $18,297,690 "," $5,128,124 ",28%," $13,169,566 ",72%,USA," $28,635,885 "," $8,025,514 "," $20,610,371 "
2005,180,Night Watch 2005 Re-release," $17,939,389 "," $1,502,188 ",8.40%," $16,437,201 ",91.60%,International," $28,075,144 "," $2,350,924 "," $25,724,220 "
2005,181,Joyeux Noel," $17,709,155 "," $1,054,361 ",6%," $16,654,794 ",94%,International," $27,714,828 "," $1,650,075 "," $26,064,753 "
2005,182,You Are My Sunshine," $17,650,142 ",,," $17,650,142 ",100%,International," $27,622,472 ", $-   ," $27,622,472 "
2005,183,Palais royal!," $17,612,135 ",,," $17,612,135 ",100%,International," $27,562,991 ", $-   ," $27,562,991 "
2005,184,Roll Bounce," $17,500,866 "," $17,380,866 ",99.30%," $120,000 ",0.70%,USA," $27,388,855 "," $27,201,055 "," $187,800 "
2005,185,Rebound," $17,492,014 "," $16,809,014 ",96.10%," $683,000 ",3.90%,USA," $27,375,002 "," $26,306,107 "," $1,068,895 "
2005,186,Stormy Night," $17,379,776 ",,," $17,379,776 ",100%,International," $27,199,349 ", $-   ," $27,199,349 "
2005,187,The Matador," $17,347,231 "," $12,594,698 ",72.60%," $4,752,533 ",27.40%,USA," $27,148,417 "," $19,710,702 "," $7,437,714 "
2005,188,Aegis," $16,869,261 ",,," $16,869,261 ",100%,International," $26,400,393 ", $-   ," $26,400,393 "
2005,189,Caché (Hidden)," $16,197,824 "," $3,647,381 ",22.50%," $12,550,443 ",77.50%,USA," $25,349,595 "," $5,708,151 "," $19,641,443 "
2005,190,The Great Yokai War," $15,787,492 ",,," $15,787,492 ",100%,International," $24,707,425 ", $-   ," $24,707,425 "
2005,191,Kiss Kiss Bang Bang," $15,785,148 "," $4,243,756 ",26.90%," $11,541,392 ",73.10%,USA," $24,703,757 "," $6,641,478 "," $18,062,278 "
2005,192,The Gospel," $15,778,152 "," $15,778,152 ",100%,,,USA," $24,692,808 "," $24,692,808 ", $-   
2005,193,Two Sons of Francisco," $15,508,288 ",,," $15,508,288 ",100%,International," $24,270,471 ", $-   ," $24,270,471 "
2005,194,The Greatest Game Ever Played," $15,431,177 "," $15,337,393 ",99.40%," $93,784 ",0.60%,USA," $24,149,792 "," $24,003,020 "," $146,772 "
2005,195,Transamerica," $15,151,744 "," $9,015,303 ",59.50%," $6,136,441 ",40.50%,USA," $23,712,479 "," $14,108,949 "," $9,603,530 "
2005,196,"Murder, Take One"," $14,915,208 ",,," $14,915,208 ",100%,International," $23,342,301 ", $-   ," $23,342,301 "
2005,197,Most Beautiful Week in My Life," $14,765,033 ",,," $14,765,033 ",100%,International," $23,107,277 ", $-   ," $23,107,277 "
2005,198,Samurai Commando Mission 1549," $14,648,713 ",,," $14,648,713 ",100%,International," $22,925,236 ", $-   ," $22,925,236 "
2005,199,Blood Rain," $14,270,938 ",,," $14,270,938 ",100%,International," $22,334,018 ", $-   ," $22,334,018 "
2005,200,Proof," $14,189,860 "," $7,535,331 ",53.10%," $6,654,529 ",46.90%,USA," $22,207,131 "," $11,792,793 "," $10,414,338 "
2006,1,Pirates of the Caribbean: Dead Man's Chest," $1,066,179,725 "," $423,315,812 ",39.70%," $642,863,913 ",60.30%,USA," $1,616,328,463 "," $641,746,771 "," $974,581,692 "
2006,2,The Da Vinci Code," $760,006,945 "," $217,536,138 ",28.60%," $542,470,807 ",71.40%,USA," $1,152,170,529 "," $329,784,785 "," $822,385,743 "
2006,3,Ice Age: The Meltdown," $660,998,756 "," $195,330,621 ",29.60%," $465,668,135 ",70.40%,USA," $1,002,074,114 "," $296,121,221 "," $705,952,893 "
2006,4,Casino Royale," $605,999,592 "," $167,445,960 ",27.60%," $438,553,632 ",72.40%,USA," $918,695,381 "," $253,848,075 "," $664,847,306 "
2006,5,Night at the Museum," $574,480,841 "," $250,863,268 ",43.70%," $323,617,573 ",56.30%,USA," $870,912,955 "," $380,308,714 "," $490,604,241 "
2006,6,Cars," $461,983,149 "," $244,082,982 ",52.80%," $217,900,167 ",47.20%,USA," $700,366,454 "," $370,029,801 "," $330,336,653 "
2006,7,X-Men: The Last Stand," $460,435,291 "," $234,362,462 ",50.90%," $226,072,829 ",49.10%,USA," $698,019,901 "," $355,293,492 "," $342,726,409 "
2006,8,Mission: Impossible III," $398,479,497 "," $134,029,801 ",33.60%," $264,449,696 ",66.40%,USA," $604,094,917 "," $203,189,178 "," $400,905,739 "
2006,9,Superman Returns," $391,081,192 "," $200,081,192 ",51.20%," $191,000,000 ",48.80%,USA," $592,879,087 "," $303,323,087 "," $289,556,000 "
2006,10,Happy Feet," $384,335,608 "," $198,000,317 ",51.50%," $186,335,291 ",48.50%,USA," $582,652,782 "," $300,168,481 "," $282,484,301 "
2006,11,Over the Hedge," $339,795,890 "," $155,019,340 ",45.60%," $184,776,550 ",54.40%,USA," $515,130,569 "," $235,009,319 "," $280,121,250 "
2006,12,The Devil Wears Prada," $326,705,902 "," $124,740,460 ",38.20%," $201,965,442 ",61.80%,USA," $495,286,147 "," $189,106,537 "," $306,179,610 "
2006,13,The Pursuit of Happyness," $307,127,625 "," $163,566,459 ",53.30%," $143,561,166 ",46.70%,USA," $465,605,480 "," $247,966,752 "," $217,638,728 "
2006,14,The Departed," $291,465,034 "," $132,384,315 ",45.40%," $159,080,719 ",54.60%,USA," $441,860,992 "," $200,694,622 "," $241,166,370 "
2006,15,Borat," $262,552,893 "," $128,505,958 ",48.90%," $134,046,935 ",51.10%,USA," $398,030,186 "," $194,815,032 "," $203,215,153 "
2006,16,Eragon," $250,425,512 "," $75,030,163 ",30%," $175,395,349 ",70%,USA," $379,645,076 "," $113,745,727 "," $265,899,349 "
2006,17,Click," $240,685,326 "," $137,355,633 ",57.10%," $103,329,693 ",42.90%,USA," $364,878,954 "," $208,231,140 "," $156,647,815 "
2006,18,The Holiday," $205,841,885 "," $63,224,849 ",30.70%," $142,617,036 ",69.30%,USA," $312,056,298 "," $95,848,871 "," $216,207,427 "
2006,19,The Break-Up," $205,668,210 "," $118,703,275 ",57.70%," $86,964,935 ",42.30%,USA," $311,793,006 "," $179,954,165 "," $131,838,841 "
2006,20,Open Season," $200,811,689 "," $85,105,259 ",42.40%," $115,706,430 ",57.60%,USA," $304,430,521 "," $129,019,573 "," $175,410,948 "
2006,21,Inside Man," $186,003,591 "," $88,513,495 ",47.60%," $97,490,096 ",52.40%,USA," $281,981,444 "," $134,186,458 "," $147,794,986 "
2006,22,Poseidon," $181,674,817 "," $60,674,817 ",33.40%," $121,000,000 ",66.60%,USA," $275,419,023 "," $91,983,023 "," $183,436,000 "
2006,23,Deja Vu," $180,557,550 "," $64,038,616 ",35.50%," $116,518,934 ",64.50%,USA," $273,725,246 "," $97,082,542 "," $176,642,704 "
2006,24,Flushed Away," $178,281,554 "," $64,665,672 ",36.30%," $113,615,882 ",63.70%,USA," $270,274,836 "," $98,033,159 "," $172,241,677 "
2006,25,Scary Movie 4," $178,262,620 "," $90,710,620 ",50.90%," $87,552,000 ",49.10%,USA," $270,246,132 "," $137,517,300 "," $132,728,832 "
2006,26,Blood Diamond," $171,720,398 "," $57,377,916 ",33.40%," $114,342,482 ",66.60%,USA," $260,328,123 "," $86,984,921 "," $173,343,203 "
2006,27,Saw III," $164,874,275 "," $80,238,724 ",48.70%," $84,635,551 ",51.30%,USA," $249,949,401 "," $121,641,906 "," $128,307,495 "
2006,28,The Pink Panther," $164,115,897 "," $82,226,474 ",50.10%," $81,889,423 ",49.90%,USA," $248,799,700 "," $124,655,335 "," $124,144,365 "
2006,29,Miami Vice," $163,794,509 "," $63,450,470 ",38.70%," $100,344,039 ",61.30%,USA," $248,312,476 "," $96,190,913 "," $152,121,563 "
2006,30,Talladega Nights: The Ballad of Ricky Bobby," $163,362,095 "," $148,213,377 ",90.70%," $15,148,718 ",9.30%,USA," $247,656,936 "," $224,691,480 "," $22,965,456 "
2006,31,World Trade Center," $163,247,198 "," $70,278,893 ",43.10%," $92,968,305 ",56.90%,USA," $247,482,752 "," $106,542,802 "," $140,939,950 "
2006,32,The Fast and the Furious: Tokyo Drift," $158,964,610 "," $62,514,415 ",39.30%," $96,450,195 ",60.70%,USA," $240,990,349 "," $94,771,853 "," $146,218,496 "
2006,33,Rocky Balboa," $155,929,020 "," $70,270,943 ",45.10%," $85,658,077 ",54.90%,USA," $236,388,394 "," $106,530,750 "," $129,857,645 "
2006,34,Dreamgirls," $155,430,335 "," $103,365,956 ",66.50%," $52,064,379 ",33.50%,USA," $235,632,388 "," $156,702,789 "," $78,929,599 "
2006,35,Charlotte's Web," $148,963,822 "," $82,985,708 ",55.70%," $65,978,114 ",44.30%,USA," $225,829,154 "," $125,806,333 "," $100,022,821 "
2006,36,Garfield: A Tail of Two Kitties," $143,325,970 "," $28,426,747 ",19.80%," $114,899,223 ",80.20%,USA," $217,282,171 "," $43,094,948 "," $174,187,222 "
