Year,Rank,Release Group, Worldwide , Domestic ,Domestic %, Foreign ,Foreign %, Origin , Worldwide Adjusted , Domestic Adjusted , Foreign Adjusted 
2016,13,Sing," $634,151,679 "," $270,395,425 ",42.60%," $363,756,254 ",57.40%,USA," $807,909,239 "," $344,483,771 "," $463,425,468 "
2016,14,The Mermaid," $553,810,228 "," $3,232,685 ",0.60%," $550,577,543 ",99.40%,International," $705,554,230 "," $4,118,441 "," $701,435,790 "
2016,15,X-Men: Apocalypse," $543,934,105 "," $155,442,489 ",28.60%," $388,491,616 ",71.40%,USA," $692,972,050 "," $198,033,731 "," $494,938,319 "
2016,16,Kung Fu Panda 3," $521,170,825 "," $143,528,619 ",27.50%," $377,642,206 ",72.50%,USA," $663,971,631 "," $182,855,461 "," $481,116,170 "
2016,17,La La Land," $447,407,695 "," $151,101,803 ",33.80%," $296,305,892 ",66.20%,USA," $569,997,403 "," $192,503,697 "," $377,493,706 "
2016,18,Warcraft," $439,048,914 "," $47,365,290 ",10.80%," $391,683,624 ",89.20%,USA," $559,348,316 "," $60,343,379 "," $499,004,937 "
2016,19,Jason Bourne," $415,484,914 "," $162,434,410 ",39.10%," $253,050,504 ",60.90%,USA," $529,327,780 "," $206,941,438 "," $322,386,342 "
2016,20,Ice Age: Collision Course," $408,579,038 "," $64,063,008 ",15.70%," $344,516,030 ",84.30%,USA," $520,529,694 "," $81,616,272 "," $438,913,422 "
2016,21,Independence Day: Resurgence," $389,681,935 "," $103,144,286 ",26.50%," $286,537,649 ",73.50%,USA," $496,454,785 "," $131,405,820 "," $365,048,965 "
2016,22,Your Name.," $357,986,087 "," $5,017,246 ",1.40%," $352,968,841 ",98.60%,International," $456,074,275 "," $6,391,971 "," $449,682,303 "
2016,23,The Legend of Tarzan," $356,700,357 "," $126,643,061 ",35.50%," $230,057,296 ",64.50%,USA," $454,436,255 "," $161,343,260 "," $293,092,995 "
2016,24,The Angry Birds Movie," $352,333,929 "," $107,509,366 ",30.50%," $244,824,563 ",69.50%,USA," $448,873,426 "," $136,966,932 "," $311,906,493 "
2016,25,Trolls," $346,864,462 "," $153,707,064 ",44.30%," $193,157,398 ",55.70%,USA," $441,905,325 "," $195,822,800 "," $246,082,525 "
2016,26,Star Trek Beyond," $343,471,816 "," $158,848,340 ",46.20%," $184,623,476 ",53.80%,USA," $437,583,094 "," $202,372,785 "," $235,210,308 "
2016,27,The Great Wall," $334,933,831 "," $45,540,830 ",13.60%," $289,393,001 ",86.40%,USA," $426,705,701 "," $58,019,017 "," $368,686,683 "
2016,28,Now You See Me 2," $334,897,606 "," $65,075,540 ",19.40%," $269,822,066 ",80.60%,USA," $426,659,550 "," $82,906,238 "," $343,753,312 "
2016,29,The Conjuring 2," $320,392,818 "," $102,470,008 ",32%," $217,922,810 ",68%,USA," $408,180,450 "," $130,546,790 "," $277,633,660 "
2016,30,Resident Evil: The Final Chapter," $312,242,626 "," $26,830,068 ",8.60%," $285,412,558 ",91.40%,International," $397,797,106 "," $34,181,507 "," $363,615,599 "
2016,31,Dangal," $303,723,636 "," $12,391,761 ",4.10%," $291,331,875 ",95.90%,International," $386,943,912 "," $15,787,104 "," $371,156,809 "
2016,32,Passengers," $303,144,152 "," $100,014,699 ",33%," $203,129,453 ",67%,USA," $386,205,650 "," $127,418,727 "," $258,786,923 "
2016,33,Alice Through the Looking Glass," $299,457,024 "," $77,041,381 ",25.70%," $222,415,643 ",74.30%,USA," $381,508,249 "," $98,150,719 "," $283,357,529 "
2016,34,Miss Peregrine's Home for Peculiar Children," $296,482,446 "," $87,242,834 ",29.40%," $209,239,612 ",70.60%,USA," $377,718,636 "," $111,147,371 "," $266,571,266 "
2016,35,Teenage Mutant Ninja Turtles: Out of the Shadows," $245,623,848 "," $82,051,601 ",33.40%," $163,572,247 ",66.60%,USA," $312,924,782 "," $104,533,740 "," $208,391,043 "
2016,36,Sully," $240,797,623 "," $125,070,033 ",51.90%," $115,727,590 ",48.10%,USA," $306,776,172 "," $159,339,222 "," $147,436,950 "
2016,37,Assassin's Creed," $240,697,856 "," $54,647,948 ",22.70%," $186,049,908 ",77.30%,USA," $306,649,069 "," $69,621,486 "," $237,027,583 "
2016,38,Hidden Figures," $235,956,898 "," $169,607,287 ",71.90%," $66,349,611 ",28.10%,USA," $300,609,088 "," $216,079,684 "," $84,529,404 "
2016,39,Ghostbusters," $229,147,509 "," $128,350,574 ",56%," $100,796,935 ",44%,USA," $291,933,926 "," $163,518,631 "," $128,415,295 "
2016,40,Inferno," $220,021,259 "," $34,343,574 ",15.60%," $185,677,685 ",84.40%,USA," $280,307,084 "," $43,753,713 "," $236,553,371 "
2016,41,Central Intelligence," $216,972,543 "," $127,440,871 ",58.70%," $89,531,672 ",41.30%,USA," $276,423,020 "," $162,359,670 "," $114,063,350 "
2016,42,Bridget Jones's Baby," $211,952,420 "," $24,252,420 ",11.40%," $187,700,000 ",88.60%,USA," $270,027,383 "," $30,897,583 "," $239,129,800 "
2016,43,Me Before You," $208,314,186 "," $56,245,075 ",27%," $152,069,111 ",73%,USA," $265,392,273 "," $71,656,226 "," $193,736,047 "
2016,44,London Has Fallen," $205,754,447 "," $62,524,260 ",30.40%," $143,230,187 ",69.60%,USA," $262,131,165 "," $79,655,907 "," $182,475,258 "
2016,45,Arrival," $203,388,186 "," $100,546,139 ",49.40%," $102,842,047 ",50.60%,USA," $259,116,549 "," $128,095,781 "," $131,020,768 "
2016,46,The BFG," $195,243,411 "," $55,483,770 ",28.40%," $139,759,641 ",71.60%,USA," $248,740,106 "," $70,686,323 "," $178,053,783 "
2016,47,The Monkey King 2," $193,678,298 "," $709,982 ",0.40%," $192,968,316 ",99.60%,International," $246,746,152 "," $904,517 "," $245,841,635 "
2016,48,Bad Moms," $183,936,074 "," $113,257,297 ",61.60%," $70,678,777 ",38.40%,USA," $234,334,558 "," $144,289,796 "," $90,044,762 "
2016,49,Storks," $183,388,953 "," $72,679,278 ",39.60%," $110,709,675 ",60.40%,USA," $233,637,526 "," $92,593,400 "," $141,044,126 "
2016,50,From Vegas to Macau III," $181,732,879 ",,," $181,732,879 ",100%,International," $231,527,688 ", $-   ," $231,527,688 "
2016,51,Hacksaw Ridge," $180,563,636 "," $67,209,615 ",37.20%," $113,354,021 ",62.80%,USA," $230,038,072 "," $85,625,050 "," $144,413,023 "
2016,52,Allegiant," $179,246,868 "," $66,184,051 ",36.90%," $113,062,817 ",63.10%,USA," $228,360,510 "," $84,318,481 "," $144,042,029 "
2016,53,Operation Mekong," $173,839,072 "," $800,012 ",0.50%," $173,039,060 ",99.50%,International," $221,470,978 "," $1,019,215 "," $220,451,762 "
2016,54,The Girl on the Train," $173,185,859 "," $75,395,035 ",43.50%," $97,790,824 ",56.50%,USA," $220,638,784 "," $96,053,275 "," $124,585,510 "
2016,55,The Huntsman: Winter's War," $164,989,338 "," $48,390,190 ",29.30%," $116,599,148 ",70.70%,USA," $210,196,417 "," $61,649,102 "," $148,547,315 "
2016,56,The Magnificent Seven," $162,360,636 "," $93,432,655 ",57.50%," $68,927,981 ",42.50%,USA," $206,847,450 "," $119,033,202 "," $87,814,248 "
2016,57,Jack Reacher: Never Go Back," $162,146,076 "," $58,697,076 ",36.20%," $103,449,000 ",63.80%,USA," $206,574,101 "," $74,780,075 "," $131,794,026 "
2016,58,Don't Breathe," $157,761,002 "," $89,217,875 ",56.60%," $68,543,127 ",43.40%,USA," $200,987,517 "," $113,663,573 "," $87,323,944 "
2016,59,The Accountant," $155,160,045 "," $86,260,045 ",55.60%," $68,900,000 ",44.40%,USA," $197,673,897 "," $109,895,297 "," $87,778,600 "
2016,60,Lights Out," $148,868,835 "," $67,268,835 ",45.20%," $81,600,000 ",54.80%,USA," $189,658,896 "," $85,700,496 "," $103,958,400 "
2016,61,Time Raiders," $145,819,137 ",,," $145,819,137 ",100%,International," $185,773,581 ", $-   ," $185,773,581 "
2016,62,Pete's Dragon," $143,695,338 "," $76,233,151 ",53.10%," $67,462,187 ",46.90%,USA," $183,067,861 "," $97,121,034 "," $85,946,826 "
2016,63,Sausage Party," $140,705,322 "," $97,685,686 ",69.40%," $43,019,636 ",30.60%,USA," $179,258,580 "," $124,451,564 "," $54,807,016 "
2016,64,Lion," $140,312,928 "," $51,738,905 ",36.90%," $88,574,023 ",63.10%,USA," $178,758,670 "," $65,915,365 "," $112,843,305 "
2016,65,Skiptrace," $136,579,287 ",,," $136,579,287 ",100%,International," $174,002,012 ", $-   ," $174,002,012 "
2016,66,Mechanic: Resurrection," $125,729,635 "," $21,218,403 ",16.90%," $104,511,232 ",83.10%,USA," $160,179,555 "," $27,032,245 "," $133,147,310 "
2016,67,Deepwater Horizon," $121,790,373 "," $61,433,527 ",50.40%," $60,356,846 ",49.60%,USA," $155,160,935 "," $78,266,313 "," $76,894,622 "
2016,68,Allied," $119,520,023 "," $40,098,064 ",33.50%," $79,421,959 ",66.50%,USA," $152,268,509 "," $51,084,934 "," $101,183,576 "
2016,69,I Belonged to You," $119,107,580 "," $744,541 ",0.60%," $118,363,039 ",99.40%,International," $151,743,057 "," $948,545 "," $150,794,512 "
2016,70,The Shallows," $119,100,758 "," $55,124,043 ",46.30%," $63,976,715 ",53.70%,USA," $151,734,366 "," $70,228,031 "," $81,506,335 "
2016,71,The Purge: Election Year," $118,587,880 "," $79,213,375 ",66.80%," $39,374,505 ",33.20%,USA," $151,080,959 "," $100,917,840 "," $50,163,119 "
2016,72,Why Him?," $118,102,725 "," $60,323,786 ",51.10%," $57,778,939 ",48.90%,USA," $150,462,872 "," $76,852,503 "," $73,610,368 "
2016,73,Book of Love," $114,679,097 ",,," $114,679,097 ",100%,International," $146,101,170 ", $-   ," $146,101,170 "
2016,74,Office Christmas Party," $114,501,299 "," $54,767,494 ",47.80%," $59,733,805 ",52.20%,USA," $145,874,655 "," $69,773,787 "," $76,100,868 "
2016,75,How to Be Single," $112,343,513 "," $46,843,513 ",41.70%," $65,500,000 ",58.30%,USA," $143,125,636 "," $59,678,636 "," $83,447,000 "
2016,76,10 Cloverfield Lane," $110,216,998 "," $72,082,998 ",65.40%," $38,134,000 ",34.60%,USA," $140,416,455 "," $91,833,739 "," $48,582,716 "
2016,77,Neighbors 2: Sorority Rising," $108,007,109 "," $55,455,765 ",51.30%," $52,551,344 ",48.70%,USA," $137,601,057 "," $70,650,645 "," $66,950,412 "
2016,78,Cold War 2," $103,197,501 "," $560,824 ",0.50%," $102,636,677 ",99.50%,International," $131,473,616 "," $714,490 "," $130,759,126 "
2016,79,Railroad Tigers," $102,205,175 "," $218,044 ",0.20%," $101,987,131 ",99.80%,International," $130,209,393 "," $277,788 "," $129,931,605 "
2016,80,Some Like It Hot," $95,721,752 "," $100,026 ",0.10%," $95,621,726 ",99.90%,International," $121,949,512 "," $127,433 "," $121,822,079 "
2016,81,Dirty Grandpa," $94,073,028 "," $35,593,113 ",37.80%," $58,479,915 ",62.20%,USA," $119,849,038 "," $45,345,626 "," $74,503,412 "
2016,82,Ben-Hur," $94,061,311 "," $26,410,477 ",28.10%," $67,650,834 ",71.90%,USA," $119,834,110 "," $33,646,948 "," $86,187,163 "
2016,83,Money Monster," $93,282,604 "," $41,012,075 ",44%," $52,270,529 ",56%,USA," $118,842,037 "," $52,249,384 "," $66,592,654 "
2016,84,Train to Busan," $92,742,323 "," $2,129,768 ",2.30%," $90,612,555 ",97.70%,International," $118,153,720 "," $2,713,324 "," $115,440,395 "
2016,85,My Big Fat Greek Wedding 2," $90,632,641 "," $59,689,605 ",65.90%," $30,943,036 ",34.10%,USA," $115,465,985 "," $76,044,557 "," $39,421,428 "
2016,86,Collateral Beauty," $88,528,280 "," $31,016,021 ",35%," $57,512,259 ",65%,USA," $112,785,029 "," $39,514,411 "," $73,270,618 "
2016,87,Line Walker," $88,228,755 ",,," $88,228,755 ",100%,International," $112,403,434 ", $-   ," $112,403,434 "
2016,88,Sultan," $87,280,000 "," $6,200,000 ",7.10%," $81,080,000 ",92.90%,International," $111,194,720 "," $7,898,800 "," $103,295,920 "
2016,89,War Dogs," $86,234,523 "," $43,034,523 ",49.90%," $43,200,000 ",50.10%,USA," $109,862,782 "," $54,825,982 "," $55,036,800 "
2016,90,Big Fish & Begonia," $85,409,373 ",,," $85,409,373 ",100%,International," $108,811,541 ", $-   ," $108,811,541 "
2016,91,Nerve," $85,251,425 "," $38,583,626 ",45.30%," $46,667,799 ",54.70%,USA," $108,610,315 "," $49,155,540 "," $59,454,776 "
2016,92,Leap!," $84,197,417 "," $2,844,490 ",3.40%," $81,352,927 ",96.60%,International," $107,267,509 "," $3,623,880 "," $103,643,629 "
2016,93,Ouija: Origin of Evil," $81,705,746 "," $35,144,505 ",43%," $46,561,241 ",57%,USA," $104,093,120 "," $44,774,099 "," $59,319,021 "
2016,94,Underworld: Blood Wars," $81,093,313 "," $30,353,973 ",37.40%," $50,739,340 ",62.60%,USA," $103,312,881 "," $38,670,962 "," $64,641,919 "
2016,95,Manchester by the Sea," $78,988,148 "," $47,695,371 ",60.40%," $31,292,777 ",39.60%,USA," $100,630,901 "," $60,763,903 "," $39,866,998 "
2016,96,The Boss," $78,844,582 "," $63,285,885 ",80.30%," $15,558,697 ",19.70%,USA," $100,447,997 "," $80,626,217 "," $19,821,780 "
2016,97,Shin Godzilla," $77,947,607 "," $1,918,403 ",2.50%," $76,029,204 ",97.50%,International," $99,305,251 "," $2,444,045 "," $96,861,206 "
2016,98,Mike and Dave Need Wedding Dates," $77,068,246 "," $46,009,673 ",59.70%," $31,058,573 ",40.30%,USA," $98,184,945 "," $58,616,323 "," $39,568,622 "
2016,99,Kubo and the Two Strings," $76,249,438 "," $48,023,088 ",63%," $28,226,350 ",37%,USA," $97,141,784 "," $61,181,414 "," $35,960,370 "
2016,100,Quo vado?," $75,878,701 ",,," $75,878,701 ",100%,International," $96,669,465 ", $-   ," $96,669,465 "
2016,101,Boo! A Madea Halloween," $74,827,344 "," $73,206,343 ",97.80%," $1,621,001 ",2.20%,USA," $95,330,036 "," $93,264,881 "," $2,065,155 "
2016,102,Miracles from Heaven," $73,983,003 "," $61,705,123 ",83.40%," $12,277,880 ",16.60%,USA," $94,254,346 "," $78,612,327 "," $15,642,019 "
2016,103,I Am Not Madame Bovary," $70,826,207 "," $436,798 ",0.60%," $70,389,409 ",99.40%,International," $90,232,588 "," $556,481 "," $89,676,107 "
2016,104,See You Tomorrow," $70,065,569 ",,," $70,065,569 ",100%,International," $89,263,535 ", $-   ," $89,263,535 "
2016,105,One Piece Film: Gold," $66,207,073 "," $423,593 ",0.60%," $65,783,480 ",99.40%,International," $84,347,811 "," $539,657 "," $83,808,154 "
2016,106,Moonlight," $65,172,611 "," $27,854,932 ",42.70%," $37,317,679 ",57.30%,USA," $83,029,906 "," $35,487,183 "," $47,542,723 "
2016,107,Monster Trucks," $64,493,915 "," $33,370,166 ",51.70%," $31,123,749 ",48.30%,USA," $82,165,248 "," $42,513,591 "," $39,651,656 "
2016,108,Fences," $64,414,761 "," $57,682,904 ",89.50%," $6,731,857 ",10.50%,USA," $82,064,406 "," $73,488,020 "," $8,576,386 "
2016,109,"Hail, Caesar!"," $63,647,656 "," $30,498,085 ",47.90%," $33,149,571 ",52.10%,USA," $81,087,114 "," $38,854,560 "," $42,232,553 "
2016,110,The Nice Guys," $62,788,218 "," $36,261,763 ",57.80%," $26,526,455 ",42.20%,USA," $79,992,190 "," $46,197,486 "," $33,794,704 "
2016,111,Huo guo ying xiong," $58,106,427 "," $779,818 ",1.30%," $57,326,609 ",98.70%,International," $74,027,588 "," $993,488 "," $73,034,100 "
2016,112,L.O.R.D: Legend of Ravaging Dynasties," $58,089,494 "," $350,456 ",0.60%," $57,739,038 ",99.40%,International," $74,006,015 "," $446,481 "," $73,559,534 "
2016,113,Nine Lives," $57,814,445 "," $19,700,032 ",34.10%," $38,114,413 ",65.90%,USA," $73,655,603 "," $25,097,841 "," $48,557,762 "
2016,114,Zoolander 2," $56,722,693 "," $28,848,693 ",50.90%," $27,874,000 ",49.10%,USA," $72,264,711 "," $36,753,235 "," $35,511,476 "
2016,115,Barbershop: The Next Cut," $55,030,051 "," $54,030,051 ",98.20%," $1,000,000 ",1.80%,USA," $70,108,285 "," $68,834,285 "," $1,274,000 "
2016,116,The Age of Shadows," $54,491,162 "," $541,719 ",1%," $53,949,443 ",99%,International," $69,421,740 "," $690,150 "," $68,731,590 "
2016,117,A Chinese Odyssey: Part Three," $53,306,108 ",,," $53,306,108 ",100%,International," $67,911,982 ", $-   ," $67,911,982 "
2016,118,Tunnel," $52,444,295 "," $568,876 ",1.10%," $51,875,419 ",98.90%,International," $66,814,032 "," $724,748 "," $66,089,284 "
2016,119,Patriots Day," $52,185,751 "," $31,886,361 ",61.10%," $20,299,390 ",38.90%,USA," $66,484,647 "," $40,623,224 "," $25,861,423 "
2016,120,My Beloved Bodyguard," $52,165,873 ",,," $52,165,873 ",100%,International," $66,459,322 ", $-   ," $66,459,322 "
2016,121,The Finest Hours," $52,099,090 "," $27,569,558 ",52.90%," $24,529,532 ",47.10%,USA," $66,374,241 "," $35,123,617 "," $31,250,624 "
2016,122,Master," $51,636,415 "," $597,251 ",1.20%," $51,039,164 ",98.80%,International," $65,784,793 "," $760,898 "," $65,023,895 "
2016,123,Doraemon the Movie: Nobita and the Birth of Japan," $50,939,840 ",,," $50,939,840 ",100%,International," $64,897,356 ", $-   ," $64,897,356 "
2016,124,The Wailing," $49,851,770 "," $786,633 ",1.60%," $49,065,137 ",98.40%,International," $63,511,155 "," $1,002,170 "," $62,508,985 "
2016,125,Two Is a Family," $49,619,118 ",,," $49,619,118 ",100%,International," $63,214,756 ", $-   ," $63,214,756 "
2016,126,Never Gone," $48,980,792 "," $96,421 ",0.20%," $48,884,371 ",99.80%,International," $62,401,529 "," $122,840 "," $62,278,689 "
2016,127,Luck-Key," $48,913,975 "," $466,505 ",1%," $48,447,470 ",99%,International," $62,316,404 "," $594,327 "," $61,722,077 "
2016,128,Florence Foster Jenkins," $48,902,953 "," $27,383,770 ",56%," $21,519,183 ",44%,USA," $62,302,362 "," $34,886,923 "," $27,415,439 "
2016,129,Mother's Day," $48,782,670 "," $32,492,859 ",66.60%," $16,289,811 ",33.40%,USA," $62,149,122 "," $41,395,902 "," $20,753,219 "
2016,130,"Yo-kai Watch Movie: It's the Secret of Birth, Meow! 2016 Re-release"," $47,642,462 ",,," $47,642,462 ",100%,International," $60,696,497 ", $-   ," $60,696,497 "
2016,131,A Monster Calls," $47,309,313 "," $3,740,823 ",7.90%," $43,568,490 ",92.10%,International," $60,272,065 "," $4,765,809 "," $55,506,256 "
2016,132,Risen," $46,432,579 "," $36,880,033 ",79.40%," $9,552,546 ",20.60%,USA," $59,155,106 "," $46,985,162 "," $12,169,944 "
2016,133,Eddie the Eagle," $46,152,800 "," $15,789,389 ",34.20%," $30,363,411 ",65.80%,USA," $58,798,667 "," $20,115,682 "," $38,682,986 "
2016,134,Blair Witch," $45,173,154 "," $20,777,061 ",46%," $24,396,093 ",54%,USA," $57,550,598 "," $26,469,976 "," $31,080,622 "
2016,135,Boonie Bears: The Big Top Secret," $45,150,390 ",,," $45,150,390 ",100%,International," $57,521,597 ", $-   ," $57,521,597 "
2016,136,Café Society," $43,763,247 "," $11,103,205 ",25.40%," $32,660,042 ",74.60%,USA," $55,754,377 "," $14,145,483 "," $41,608,894 "
2016,137,League of Gods," $43,498,766 "," $181,633 ",0.40%," $43,317,133 ",99.60%,International," $55,417,428 "," $231,400 "," $55,186,027 "
2016,138,Almost Christmas," $42,580,920 "," $42,158,780 ",99%," $422,140 ",1%,USA," $54,248,092 "," $53,710,286 "," $537,806 "
2016,139,The Witch," $40,423,945 "," $25,138,705 ",62.20%," $15,285,240 ",37.80%,USA," $51,500,106 "," $32,026,710 "," $19,473,396 "
2016,140,The Wild Life," $40,075,446 "," $8,005,586 ",20%," $32,069,860 ",80%,USA," $51,056,118 "," $10,199,117 "," $40,857,002 "
2016,141,Love O2O," $39,969,537 ",,," $39,969,537 ",100%,International," $50,921,190 ", $-   ," $50,921,190 "
2016,142,The Forest," $39,712,000 "," $26,594,261 ",67%," $13,117,739 ",33%,USA," $50,593,088 "," $33,881,089 "," $16,711,999 "
2016,143,Absolutely Fabulous: The Movie," $39,219,109 "," $4,772,155 ",12.20%," $34,446,954 ",87.80%,USA," $49,965,145 "," $6,079,725 "," $43,885,419 "
2016,144,My Mom Is a Character 2," $39,195,565 ",,," $39,195,565 ",100%,International," $49,935,150 ", $-   ," $49,935,150 "
2016,145,Masterpiece Mystery: Sherlock: The Abominable Bride," $39,139,204 ",,," $39,139,204 ",100%,International," $49,863,346 ", $-   ," $49,863,346 "
2016,146,"Crouching Tiger, Hidden Dragon: Sword of Destiny"," $38,659,039 ",,," $38,659,039 ",100%,International," $49,251,616 ", $-   ," $49,251,616 "
2016,147,Hell or High Water," $37,879,877 "," $27,007,844 ",71.30%," $10,872,033 ",28.70%,USA," $48,258,963 "," $34,407,993 "," $13,850,970 "
2016,148,Mission Milano," $37,749,848 ",,," $37,749,848 ",100%,International," $48,093,306 ", $-   ," $48,093,306 "
2016,149,The Handmaiden," $37,692,886 "," $2,006,788 ",5.30%," $35,686,098 ",94.70%,International," $48,020,737 "," $2,556,648 "," $45,464,089 "
2016,150,Snowden," $37,357,216 "," $21,587,519 ",57.80%," $15,769,697 ",42.20%,USA," $47,593,093 "," $27,502,499 "," $20,090,594 "
2016,151,Nobunaga Concerto: The Movie," $36,187,594 ",,," $36,187,594 ",100%,International," $46,102,995 ", $-   ," $46,102,995 "
2016,152,Eye in the Sky," $35,259,653 "," $18,704,595 ",53%," $16,555,058 ",47%,USA," $44,920,798 "," $23,829,654 "," $21,091,144 "
2016,153,Les Tuche 2: The American Dream," $35,210,425 ",,," $35,210,425 ",100%,International," $44,858,081 ", $-   ," $44,858,081 "
2016,154,Os Dez Mandamentos - O Filme," $31,998,251 ",,," $31,998,251 ",100%,International," $40,765,772 ", $-   ," $40,765,772 "
2016,155,Bounty Hunters," $31,918,573 ",,," $31,918,573 ",100%,International," $40,664,262 ", $-   ," $40,664,262 "
2016,156,Ae Dil Hai Mushkil," $31,668,920 "," $4,264,983 ",13.50%," $27,403,937 ",86.50%,USA," $40,346,204 "," $5,433,588 "," $34,912,616 "
2016,157,Assassination Classroom: The Graduation," $31,352,921 ",,," $31,352,921 ",100%,International," $39,943,621 ", $-   ," $39,943,621 "
2016,158,Perfect Strangers," $31,254,929 ",,," $31,254,929 ",100%,International," $39,818,780 ", $-   ," $39,818,780 "
2016,159,Billy Lynn's Long Halftime Walk," $30,930,984 "," $1,738,477 ",5.60%," $29,192,507 ",94.40%,International," $39,406,074 "," $2,214,820 "," $37,191,254 "
2016,160,Pandora," $30,896,701 ",,," $30,896,701 ",100%,International," $39,362,397 ", $-   ," $39,362,397 "
2016,161,Norm of the North," $30,734,502 "," $17,062,499 ",55.50%," $13,672,003 ",44.50%,USA," $39,155,756 "," $21,737,624 "," $17,418,132 "
2016,162,When the Bough Breaks," $30,658,387 "," $29,747,603 ",97%," $910,784 ",3%,USA," $39,058,785 "," $37,898,446 "," $1,160,339 "
2016,163,S Storm," $30,381,402 ",,," $30,381,402 ",100%,International," $38,705,906 ", $-   ," $38,705,906 "
2016,164,Nocturnal Animals," $30,311,857 "," $10,663,357 ",35.20%," $19,648,500 ",64.80%,USA," $38,617,306 "," $13,585,117 "," $25,032,189 "
2016,165,A Silent Voice: The Movie," $30,277,098 "," $310,407 ",1%," $29,966,691 ",99%,International," $38,573,023 "," $395,459 "," $38,177,564 "
2016,166,Keeping Up with the Joneses," $29,918,745 "," $14,904,426 ",49.80%," $15,014,319 ",50.20%,USA," $38,116,481 "," $18,988,239 "," $19,128,242 "
2016,167,Jackie," $29,777,777 "," $13,960,394 ",46.90%," $15,817,383 ",53.10%,USA," $37,936,888 "," $17,785,542 "," $20,151,346 "
2016,168,Masterminds," $29,674,699 "," $17,368,022 ",58.50%," $12,306,677 ",41.50%,USA," $37,805,567 "," $22,126,860 "," $15,678,706 "
2016,169,Flight Crew," $29,171,110 ",,," $29,171,110 ",100%,International," $37,163,994 ", $-   ," $37,163,994 "
2016,170,Viking," $29,161,298 ",,," $29,161,298 ",100%,International," $37,151,494 ", $-   ," $37,151,494 "
2016,171,M.S. Dhoni: The Untold Story," $28,903,047 "," $1,801,550 ",6.20%," $27,101,497 ",93.80%,International," $36,822,482 "," $2,295,175 "," $34,527,307 "
2016,172,Fan," $28,240,000 "," $2,300,000 ",8.10%," $25,940,000 ",91.90%,International," $35,977,760 "," $2,930,200 "," $33,047,560 "
2016,173,"Yôkai Watch: the Movie: The Flying Whale and the Grand Adventure of the Double Worlds, Meow!"," $28,110,245 ",,," $28,110,245 ",100%,International," $35,812,452 ", $-   ," $35,812,452 "
2016,174,Welcome to Germany," $28,036,021 ",,," $28,036,021 ",100%,International," $35,717,891 ", $-   ," $35,717,891 "
2016,175,The Brothers Grimsby," $27,979,040 "," $6,874,837 ",24.60%," $21,104,203 ",75.40%,USA," $35,645,297 "," $8,758,542 "," $26,886,755 "
2016,176,When Larry Meets Mary," $27,863,090 ",,," $27,863,090 ",100%,International," $35,497,577 ", $-   ," $35,497,577 "
2016,177,Yesterday Once More," $27,413,790 ",,," $27,413,790 ",100%,International," $34,925,168 ", $-   ," $34,925,168 "
2016,178,The Light Between Oceans," $25,975,621 "," $12,545,979 ",48.30%," $13,429,642 ",51.70%,USA," $33,092,941 "," $15,983,577 "," $17,109,364 "
2016,179,A Beautiful Planet," $25,730,120 "," $15,650,615 ",60.80%," $10,079,505 ",39.20%,USA," $32,780,173 "," $19,938,884 "," $12,841,289 "
2016,180,Mr. Donkey," $25,537,759 "," $356,255 ",1.40%," $25,181,504 ",98.60%,International," $32,535,105 "," $453,869 "," $32,081,236 "
2016,181,Born in China," $25,081,168 "," $13,873,211 ",55.30%," $11,207,957 ",44.70%,USA," $31,953,408 "," $17,674,471 "," $14,278,937 "
2016,182,Race," $25,070,261 "," $19,206,207 ",76.60%," $5,864,054 ",23.40%,USA," $31,939,513 "," $24,468,708 "," $7,470,805 "
2016,183,Call of Heroes," $25,040,561 ",,," $25,040,561 ",100%,International," $31,901,675 ", $-   ," $31,901,675 "
2016,184,Free State of Jones," $25,035,950 "," $20,810,036 ",83.10%," $4,225,914 ",16.90%,USA," $31,895,800 "," $26,511,986 "," $5,383,814 "
2016,185,Whiskey Tango Foxtrot," $24,972,139 "," $23,083,334 ",92.40%," $1,888,805 ",7.60%,USA," $31,814,505 "," $29,408,168 "," $2,406,338 "
2016,186,Soulmate," $24,684,439 ",,," $24,684,439 ",100%,International," $31,447,975 ", $-   ," $31,447,975 "
2016,187,The Snow Queen 3: Fire and Ice," $24,644,317 ",,," $24,644,317 ",100%,International," $31,396,860 ", $-   ," $31,396,860 "
2016,188,God's Not Dead 2," $24,487,848 "," $20,774,575 ",84.80%," $3,713,273 ",15.20%,USA," $31,197,518 "," $26,466,809 "," $4,730,710 "
2016,189,Camping 3," $24,224,579 ",,," $24,224,579 ",100%,International," $30,862,114 ", $-   ," $30,862,114 "
2016,190,The Founder," $24,121,245 "," $12,786,053 ",53%," $11,335,192 ",47%,USA," $30,730,466 "," $16,289,432 "," $14,441,035 "
2016,191,Bad Santa 2," $24,079,268 "," $17,782,178 ",73.80%," $6,297,090 ",26.20%,USA," $30,676,987 "," $22,654,495 "," $8,022,493 "
2016,192,Spirits' Homecoming," $23,857,217 "," $125,616 ",0.50%," $23,731,601 ",99.50%,International," $30,394,094 "," $160,035 "," $30,234,060 "
2016,193,Silence," $23,834,809 "," $7,100,177 ",29.80%," $16,734,632 ",70.20%,USA," $30,365,547 "," $9,045,625 "," $21,319,921 "
